"Time","Source","Destination","src_mac","dest_mac","Protocol","Info","Length","Source Port","Destination Port","channel","Channel frequency","Channel","Channel","Channel"
"0.501305644","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1139","1181","","","","","","",""
"0.513083265","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=39","81","","","","","","",""
"0.513188744","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1139","1181","","","","","","",""
"0.515871756","192.168.161.9","192.168.53.39","88:f0:31:04:19:97","b8:03:05:1e:8d:d6","UDP","37054  >  48954 Len=42","84","","","","","","",""
"0.516618522","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=38","80","","","","","","",""
"0.539171927","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1116","1158","","","","","","",""
"0.540104112","Cisco_f5:f2:00","Broadcast","fc:5b:39:f5:f2:00","ff:ff:ff:ff:ff:ff","ARP","Gratuitous ARP for 192.168.13.42 (Reply)","60","","","","","","",""
"0.549839337","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1116","1158","","","","","","",""
"0.560298857","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1117","1159","","","","","","",""
"0.565062056","192.168.161.9","192.168.53.39","88:f0:31:04:19:97","b8:03:05:1e:8d:d6","UDP","37054  >  48954 Len=42","84","","","","","","",""
"0.568050433","192.168.161.9","192.168.53.39","88:f0:31:04:19:97","b8:03:05:1e:8d:d6","UDP","37054  >  48954 Len=131","173","","","","","","",""
"0.570815968","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1117","1159","","","","","","",""
"0.581299619","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1117","1159","","","","","","",""
"0.602053288","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=39","81","","","","","","",""
"0.602163680","192.168.53.39","192.168.161.9","b8:03:05:1e:8d:d6","00:00:0c:07:ac:28","UDP","48954  >  37054 Len=1064","1106","","","","","","",""
